Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
NY-CMP-53904,Paid Ads,Tier 2 City Customers,13.0,,69370.0,2371.0,1304.0,965.0,,186.13,2.25,Hindi,6.69,Youth,11-07-2024
NY-CMP-53905,SEO,Youth,28.0,"YouTube, Facebook, Email",71322.0,7489.0,3663.0,2613.0,943293.0,29.24,11.34,Hindi,,Working Women,31-01-2025
NY-CMP-53906,Influencer,Youth,16.0,,61002.0,8100.0,3733.0,1422.0,783522.0,186.56,1.95,Bengali,21.73,Youth,25-10-2024
NY-CMP-53907,SEO,College Students,8.0,"WhatsApp, YouTube, Facebook",95465.0,14060.0,4835.0,1847.0,624286.0,104.27,2.24,Bengali,21.73,Youth,23-02-2025
NY-CMP-53908,Email,,10.0,"Google, WhatsApp, Instagram",41963.0,6188.0,2255.0,1697.0,814560.0,46.54,9.31,English,24.16,Youth,26-02-2025
NY-CMP-53909,SEO,College Students,19.0,"WhatsApp, Facebook, Google",75976.0,10807.0,4564.0,2075.0,1612275.0,130.23,4.97,Tamil,22.96,College Students,26-10-2024
NY-CMP-53910,,Tier 2 City Customers,26.0,"Facebook, Instagram",66731.0,4650.0,1344.0,823.0,371173.0,267.7,0.68,Hindi,10.22,Premium Shoppers,
NY-CMP-53911,Social Media,College Students,27.0,,80267.0,,1006.0,709.0,433199.0,201.57,2.03,Bengali,6.26,College Students,15-01-2025
NY-CMP-53912,Influencer,Youth,22.0,"Instagram, Facebook, Email",59295.0,6497.0,2502.0,1546.0,497812.0,144.17,1.23,Bengali,17.78,Youth,
NY-CMP-53913,Social Media,College Students,19.0,"Instagram, Google",83215.0,4177.0,1829.0,939.0,,250.05,0.34,Tamil,8.35,Youth,07-08-2024
NY-CMP-53914,SEO,Tier 2 City Customers,7.0,"YouTube, Google, Facebook",99810.0,2319.0,1104.0,814.0,625966.0,108.69,6.08,Bengali,4.25,Youth,
NY-CMP-53915,Influencer,Youth,30.0,"Email, YouTube",29209.0,1341.0,712.0,316.0,216460.0,811.89,-0.16,,8.11,Tier 2 City Customers,29-10-2024
NY-CMP-53916,Email,College Students,26.0,Facebook,56465.0,3957.0,1521.0,688.0,251808.0,107.41,2.41,Bengali,10.92,Youth,28-03-2025
NY-CMP-53917,Influencer,Tier 2 City Customers,15.0,Facebook,34125.0,3892.0,1119.0,884.0,328848.0,287.65,0.29,Tamil,17.27,Youth,08-12-2024
NY-CMP-53918,Influencer,Premium Shoppers,7.0,"YouTube, Facebook",28552.0,3213.0,1905.0,645.0,462465.0,268.07,1.67,Bengali,20.18,Youth,14-06-2025
NY-CMP-53919,SEO,College Students,5.0,Facebook,89789.0,11801.0,3605.0,2149.0,498568.0,85.23,1.72,Tamil,19.55,College Students,16-12-2024
NY-CMP-53920,Influencer,Youth,23.0,"Instagram, Google",60460.0,3740.0,2121.0,1121.0,395713.0,,0.54,Tamil,11.55,College Students,08-01-2025
NY-CMP-53921,Influencer,Youth,13.0,"WhatsApp, Email",34083.0,1220.0,,401.0,269472.0,633.75,0.06,Tamil,6.81,Premium Shoppers,07-05-2025
NY-CMP-53922,Influencer,College Students,8.0,Instagram,93963.0,10155.0,2931.0,1317.0,395100.0,123.97,1.42,Tamil,15.33,Working Women,12-09-2024
NY-CMP-53923,SEO,Working Women,29.0,Email,87034.0,2387.0,527.0,255.0,168810.0,683.76,-0.03,English,3.64,Tier 2 City Customers,26-11-2024
NY-CMP-53924,Influencer,Tier 2 City Customers,19.0,"Email, WhatsApp, YouTube",52084.0,,815.0,423.0,,684.41,,Tamil,6.32,Tier 2 City Customers,21-09-2024
NY-CMP-53925,Email,Working Women,29.0,,68033.0,9903.0,2724.0,1667.0,391745.0,117.55,1.0,Hindi,21.01,College Students,01-03-2025
NY-CMP-53926,Influencer,College Students,6.0,"Google, Facebook",92263.0,9131.0,3269.0,1531.0,670578.0,89.12,3.91,Bengali,15.1,Working Women,09-04-2025
NY-CMP-53927,SEO,Working Women,10.0,"Email, YouTube, Facebook",26240.0,3004.0,1602.0,721.0,,369.0,0.72,Bengali,20.3,Working Women,15-04-2025
NY-CMP-53928,Email,Tier 2 City Customers,17.0,"Email, YouTube, Google",42868.0,6210.0,3228.0,2466.0,1334106.0,66.39,7.15,English,27.77,Working Women,05-09-2024
NY-CMP-53929,Influencer,Tier 2 City Customers,8.0,WhatsApp,96332.0,11035.0,3664.0,1535.0,767500.0,40.49,11.35,English,16.85,Tier 2 City Customers,
NY-CMP-53930,Influencer,College Students,6.0,"Instagram, Email, Google",46672.0,2553.0,1353.0,825.0,289575.0,347.67,0.01,,10.14,Youth,01-01-2025
NY-CMP-53931,Social Media,College Students,8.0,"WhatsApp, Facebook, Email",94280.0,11521.0,5576.0,2900.0,2114100.0,63.73,10.44,Hindi,,Premium Shoppers,12-03-2025
NY-CMP-53932,SEO,Working Women,26.0,Facebook,82009.0,3713.0,935.0,474.0,196710.0,627.84,,Tamil,6.25,Youth,09-09-2024
NY-CMP-53933,SEO,College Students,8.0,"Email, Google, Instagram",23522.0,3334.0,1804.0,840.0,308280.0,247.41,0.48,Hindi,25.41,Working Women,11-08-2024
NY-CMP-53934,Email,Youth,10.0,,39492.0,2679.0,774.0,428.0,112992.0,675.96,-0.61,English,9.83,Youth,19-05-2025
NY-CMP-53935,Paid Ads,Working Women,17.0,"Google, WhatsApp",29423.0,2378.0,475.0,146.0,57232.0,660.49,-0.41,Bengali,10.19,Youth,14-10-2024
NY-CMP-53936,SEO,College Students,24.0,Google,,3851.0,1470.0,616.0,460152.0,155.91,3.79,Tamil,16.41,Working Women,28-05-2025
NY-CMP-53937,SEO,Premium Shoppers,19.0,,21770.0,3237.0,1891.0,848.0,,343.0,0.95,English,27.45,Premium Shoppers,06-05-2025
NY-CMP-53938,SEO,College Students,27.0,Email,94191.0,8085.0,4694.0,1629.0,1293426.0,38.69,19.52,,,Working Women,10-02-2025
NY-CMP-53939,Email,Working Women,15.0,"Instagram, Google",27190.0,2750.0,821.0,433.0,167138.0,646.01,-0.4,Bengali,14.73,Youth,10-07-2024
NY-CMP-53940,Paid Ads,Premium Shoppers,7.0,"Instagram, Facebook, YouTube",60619.0,2839.0,1191.0,951.0,422244.0,174.55,1.54,Tamil,8.22,College Students,26-05-2025
NY-CMP-53941,,College Students,25.0,Facebook,48016.0,5228.0,1683.0,812.0,586264.0,321.16,1.25,English,16.08,Working Women,25-11-2024
NY-CMP-53942,Social Media,Working Women,20.0,"Instagram, Facebook",40006.0,3494.0,1658.0,1277.0,985844.0,55.27,12.97,Tamil,16.07,Premium Shoppers,24-05-2025
NY-CMP-53943,SEO,Tier 2 City Customers,8.0,"YouTube, Facebook, Google",76249.0,9319.0,4854.0,2590.0,2053870.0,89.3,,Tamil,21.98,Working Women,06-11-2024
NY-CMP-53944,Influencer,Working Women,15.0,"WhatsApp, Facebook, Email",49431.0,5532.0,1396.0,445.0,324850.0,518.81,0.41,Bengali,14.92,Youth,31-07-2024
NY-CMP-53945,Influencer,,20.0,"Email, YouTube",68597.0,6898.0,1973.0,922.0,249862.0,325.35,-0.17,English,14.28,Youth,10-08-2024
NY-CMP-53946,Social Media,Tier 2 City Customers,12.0,"Instagram, YouTube",33863.0,1637.0,855.0,546.0,121212.0,252.64,-0.12,English,8.97,Working Women,11-04-2025
NY-CMP-53947,Email,Working Women,26.0,Email,99302.0,4144.0,1606.0,736.0,297344.0,330.31,0.22,Tamil,6.53,Tier 2 City Customers,06-04-2025
NY-CMP-53948,Email,Tier 2 City Customers,26.0,Email,,1720.0,373.0,270.0,117180.0,979.4,-0.56,Hindi,6.98,College Students,27-09-2024
NY-CMP-53949,Social Media,,20.0,"Email, Google, WhatsApp",35381.0,3852.0,1913.0,1459.0,1120512.0,40.29,18.06,Bengali,20.42,Premium Shoppers,22-12-2024
NY-CMP-53950,Email,Working Women,9.0,"Facebook, Google",16896.0,2233.0,1215.0,,294450.0,75.97,3.28,Tamil,,Working Women,16-03-2025
NY-CMP-53951,Social Media,Tier 2 City Customers,18.0,"YouTube, Email, Facebook",18572.0,2508.0,986.0,570.0,212040.0,516.23,-0.28,Hindi,21.88,Tier 2 City Customers,23-05-2025
NY-CMP-53952,Influencer,Tier 2 City Customers,26.0,"Google, YouTube",13464.0,1369.0,625.0,309.0,203322.0,544.61,0.21,English,17.1,Working Women,
NY-CMP-53953,Paid Ads,Premium Shoppers,20.0,YouTube,70712.0,,3848.0,2492.0,1577436.0,25.57,23.76,Bengali,19.03,Premium Shoppers,18-05-2025
NY-CMP-53954,Influencer,College Students,13.0,"Email, WhatsApp, Facebook",84783.0,5859.0,2355.0,1799.0,1302476.0,27.91,24.94,English,11.81,College Students,18-04-2025
NY-CMP-53955,Email,Tier 2 City Customers,19.0,"Email, WhatsApp, Facebook",78918.0,8932.0,4758.0,2281.0,458481.0,54.04,2.72,Hindi,20.24,Working Women,02-05-2025
NY-CMP-53956,Influencer,College Students,9.0,"Email, Instagram, YouTube",38041.0,4249.0,2233.0,1213.0,739930.0,45.44,12.43,Hindi,20.23,Youth,06-08-2024
NY-CMP-53957,SEO,Working Women,24.0,"Facebook, Email, Instagram",68561.0,8418.0,3463.0,1430.0,670670.0,161.6,1.9,English,19.41,Youth,27-01-2025
NY-CMP-53958,SEO,College Students,28.0,WhatsApp,87148.0,9955.0,,1173.0,368322.0,80.13,2.92,English,15.75,Premium Shoppers,10-04-2025
NY-CMP-53959,Social Media,College Students,12.0,Facebook,16823.0,468.0,225.0,69.0,40089.0,,-0.86,Bengali,4.53,Youth,24-05-2025
NY-CMP-53960,Email,College Students,7.0,"Email, Instagram, Facebook",83035.0,6772.0,2643.0,1426.0,898380.0,119.29,4.28,Tamil,13.06,Tier 2 City Customers,16-01-2025
NY-CMP-53961,SEO,Premium Shoppers,15.0,"YouTube, Email, Facebook",53830.0,4732.0,967.0,553.0,218988.0,433.56,,English,11.61,Working Women,02-10-2024
NY-CMP-53962,SEO,Working Women,16.0,YouTube,34061.0,3267.0,1009.0,438.0,336384.0,139.75,4.5,,13.84,Premium Shoppers,02-09-2024
NY-CMP-53963,Social Media,Premium Shoppers,26.0,"Instagram, Facebook",86233.0,8802.0,1849.0,,414072.0,38.29,6.42,Bengali,14.04,Premium Shoppers,
NY-CMP-53964,SEO,Youth,7.0,"Email, WhatsApp",73771.0,2292.0,1148.0,589.0,296856.0,339.02,0.49,Tamil,5.46,Working Women,23-07-2024
NY-CMP-53965,SEO,Tier 2 City Customers,9.0,"Facebook, Instagram",,2992.0,1298.0,865.0,228360.0,251.03,0.05,Hindi,7.9,College Students,23-09-2024
NY-CMP-53966,Social Media,College Students,6.0,"Instagram, Google",60066.0,7241.0,3998.0,1813.0,447811.0,101.72,1.43,English,21.73,Premium Shoppers,19-05-2025
NY-CMP-53967,Influencer,Tier 2 City Customers,29.0,"Email, Instagram, WhatsApp",22013.0,2307.0,1012.0,367.0,101292.0,480.03,-0.43,Tamil,16.74,Premium Shoppers,23-08-2024
NY-CMP-53968,Social Media,Working Women,13.0,YouTube,46530.0,4167.0,2445.0,1415.0,1127755.0,203.44,2.92,Tamil,17.25,Working Women,02-06-2025
NY-CMP-53969,Paid Ads,Tier 2 City Customers,13.0,"Email, Google, Facebook",11167.0,905.0,251.0,119.0,31297.0,2340.02,-0.89,Bengali,11.42,College Students,28-03-2025
NY-CMP-53970,Email,Working Women,26.0,"Facebook, Email, Google",45574.0,5496.0,1910.0,1184.0,278240.0,162.55,0.45,English,18.85,Working Women,17-08-2024
NY-CMP-53971,Influencer,Tier 2 City Customers,15.0,"Email, WhatsApp, Instagram",38166.0,2620.0,737.0,335.0,219760.0,487.51,0.35,Hindi,9.67,Premium Shoppers,21-12-2024
NY-CMP-53972,Paid Ads,Working Women,23.0,Facebook,48785.0,2186.0,1137.0,386.0,178332.0,594.67,-0.22,Tamil,7.6,Working Women,26-05-2025
NY-CMP-53973,Paid Ads,,,"Email, Google, Facebook",75654.0,6410.0,1312.0,826.0,605458.0,151.24,3.85,English,11.3,Working Women,09-07-2024
NY-CMP-53974,Social Media,Tier 2 City Customers,11.0,"YouTube, Email",82231.0,3636.0,1362.0,975.0,393900.0,260.43,0.55,Tamil,7.26,,17-07-2024
NY-CMP-53975,SEO,Working Women,11.0,,94449.0,7678.0,2416.0,1597.0,349743.0,,1.31,Tamil,12.38,Tier 2 City Customers,13-01-2025
NY-CMP-53976,Email,Tier 2 City Customers,12.0,"WhatsApp, Email",83305.0,6407.0,1877.0,811.0,614738.0,202.79,2.74,Hindi,10.92,Premium Shoppers,24-02-2025
NY-CMP-53977,Influencer,Premium Shoppers,7.0,"WhatsApp, Facebook, Email",69133.0,9330.0,5143.0,,2241498.0,77.46,6.5,English,26.52,Youth,15-01-2025
NY-CMP-53978,Social Media,Tier 2 City Customers,20.0,"Email, Google",69137.0,2112.0,969.0,422.0,175130.0,521.68,-0.2,Bengali,5.07,College Students,19-03-2025
NY-CMP-53979,Social Media,College Students,9.0,"Google, Facebook",31344.0,4110.0,,1193.0,416357.0,234.35,0.49,English,23.37,Working Women,16-04-2025
NY-CMP-53980,SEO,Premium Shoppers,11.0,Google,57789.0,,903.0,710.0,328020.0,391.32,0.18,Bengali,9.38,College Students,12-06-2025
NY-CMP-53981,Social Media,Tier 2 City Customers,18.0,Email,27216.0,2454.0,1304.0,1018.0,566008.0,233.4,1.38,Bengali,17.55,,07-09-2024
NY-CMP-53982,SEO,Youth,24.0,"YouTube, WhatsApp",65197.0,8520.0,4124.0,2486.0,1680536.0,36.97,17.28,,23.21,Youth,20-08-2024
NY-CMP-53983,SEO,Tier 2 City Customers,11.0,WhatsApp,66983.0,8246.0,1947.0,835.0,580325.0,279.46,1.49,,16.46,College Students,
NY-CMP-53984,SEO,Premium Shoppers,10.0,"Email, WhatsApp, YouTube",60027.0,7355.0,2585.0,1259.0,721407.0,179.41,2.19,English,18.66,Premium Shoppers,27-05-2025
NY-CMP-53985,Paid Ads,Premium Shoppers,22.0,Google,82287.0,11359.0,5968.0,4705.0,3636965.0,55.28,12.98,English,26.77,Tier 2 City Customers,
NY-CMP-53986,Email,Tier 2 City Customers,29.0,"Email, YouTube",45982.0,2362.0,629.0,396.0,173448.0,291.8,0.5,Tamil,7.37,College Students,31-07-2024
NY-CMP-53987,SEO,Working Women,5.0,"Facebook, YouTube",80268.0,1654.0,,387.0,142416.0,755.38,-0.51,English,3.18,Tier 2 City Customers,29-10-2024
NY-CMP-53988,SEO,Youth,20.0,"Google, Email, Facebook",74194.0,3830.0,2250.0,1797.0,371979.0,36.97,4.6,Bengali,10.62,Youth,01-11-2024
NY-CMP-53989,Influencer,Youth,10.0,"Facebook, YouTube, WhatsApp",68741.0,5063.0,1736.0,978.0,312960.0,290.26,0.1,Hindi,11.31,Premium Shoppers,
NY-CMP-53990,Paid Ads,College Students,18.0,Email,19415.0,2647.0,1409.0,861.0,598395.0,345.93,1.01,Tamil,25.33,Working Women,14-04-2025
NY-CMP-53991,SEO,Youth,19.0,"Email, YouTube, Instagram",31453.0,3825.0,1398.0,514.0,331530.0,114.2,4.65,Hindi,18.24,Tier 2 City Customers,26-08-2024
NY-CMP-53992,Paid Ads,Youth,24.0,Instagram,66546.0,2623.0,1486.0,1110.0,355200.0,111.61,1.87,Bengali,7.84,Tier 2 City Customers,18-11-2024
NY-CMP-53993,Influencer,Working Women,15.0,"Email, YouTube",97622.0,13248.0,5316.0,3604.0,778464.0,30.86,6.0,Hindi,22.71,Tier 2 City Customers,
NY-CMP-53994,SEO,College Students,19.0,"Instagram, Email, WhatsApp",74178.0,6794.0,3451.0,1163.0,311684.0,106.64,1.51,Hindi,15.38,Youth,27-01-2025
NY-CMP-53995,SEO,College Students,15.0,WhatsApp,87289.0,7252.0,3650.0,2050.0,1008600.0,124.06,2.97,Bengali,14.84,College Students,20-07-2024
NY-CMP-53996,Influencer,Youth,15.0,"Instagram, Facebook",21630.0,1567.0,369.0,229.0,66181.0,1244.28,-0.77,English,10.01,Premium Shoppers,30-12-2024
NY-CMP-53997,Social Media,College Students,29.0,"YouTube, Google",32600.0,1625.0,325.0,101.0,26159.0,2086.61,-0.88,Tamil,6.29,Premium Shoppers,02-04-2025
NY-CMP-53998,Influencer,Working Women,20.0,"Email, Facebook",62468.0,3821.0,1626.0,873.0,668718.0,114.38,5.7,,10.12,Tier 2 City Customers,23-03-2025
NY-CMP-53999,Email,Working Women,28.0,"Google, Instagram, YouTube",55118.0,5650.0,2808.0,886.0,383638.0,178.76,1.42,English,16.95,,25-03-2025
NY-CMP-54000,Influencer,,15.0,"YouTube, Facebook, Email",,563.0,115.0,78.0,57408.0,2326.22,-0.68,Bengali,6.75,Youth,03-09-2024
NY-CMP-54001,Paid Ads,Working Women,10.0,YouTube,13871.0,889.0,451.0,348.0,133284.0,353.76,0.08,Tamil,12.17,Premium Shoppers,04-03-2025
NY-CMP-54002,Social Media,Working Women,6.0,WhatsApp,62773.0,6535.0,2521.0,1233.0,847071.0,123.05,4.58,English,16.39,Youth,13-04-2025
NY-CMP-54003,SEO,Youth,30.0,YouTube,76720.0,6326.0,1398.0,1001.0,683683.0,277.26,1.46,English,11.37,Premium Shoppers,05-09-2024
NY-CMP-54004,Influencer,College Students,13.0,"Facebook, YouTube",99510.0,7024.0,,697.0,173553.0,208.54,0.19,Bengali,,Working Women,06-11-2024
NY-CMP-54005,Paid Ads,Premium Shoppers,30.0,"Google, WhatsApp, Facebook",47421.0,4891.0,2733.0,1191.0,664578.0,,1.73,Bengali,18.59,Youth,13-10-2024
NY-CMP-54006,Influencer,Working Women,29.0,"Facebook, Instagram",37131.0,4386.0,1932.0,1278.0,,173.43,2.81,Bengali,20.46,Tier 2 City Customers,29-01-2025
NY-CMP-54007,Email,College Students,25.0,"WhatsApp, YouTube, Google",,2541.0,705.0,514.0,312512.0,405.79,0.5,Hindi,4.95,College Students,02-01-2025
NY-CMP-54008,Social Media,Working Women,6.0,"Instagram, Email, YouTube",,5615.0,1338.0,745.0,284590.0,264.75,0.44,Tamil,15.2,Premium Shoppers,23-11-2024
NY-CMP-54009,SEO,College Students,15.0,"Facebook, YouTube",11829.0,686.0,314.0,193.0,125643.0,1332.15,-0.51,Hindi,10.09,Premium Shoppers,30-01-2025
NY-CMP-54010,Influencer,Youth,24.0,YouTube,25707.0,3204.0,710.0,374.0,181016.0,455.39,0.06,Hindi,16.68,Tier 2 City Customers,01-05-2025
NY-CMP-54011,Social Media,Premium Shoppers,19.0,"Google, Email, Facebook",85758.0,2756.0,1343.0,641.0,294219.0,199.51,1.3,,5.53,Youth,26-12-2024
NY-CMP-54012,Influencer,Youth,10.0,"YouTube, Email, Facebook",69695.0,5310.0,2106.0,1340.0,644540.0,102.18,3.71,English,12.56,Working Women,26-09-2024
NY-CMP-54013,SEO,Youth,7.0,"YouTube, Google",82411.0,6448.0,,2076.0,641484.0,90.12,2.43,Bengali,14.36,College Students,28-07-2024
NY-CMP-54014,Email,Youth,7.0,"Email, Facebook, Google",29933.0,3670.0,1250.0,916.0,407620.0,89.62,3.97,English,19.5,Working Women,28-11-2024
NY-CMP-54015,Social Media,Premium Shoppers,28.0,Google,98074.0,13062.0,4975.0,2117.0,1191871.0,80.77,5.97,Bengali,20.55,College Students,01-08-2024
NY-CMP-54016,SEO,Tier 2 City Customers,26.0,"Instagram, Google, Email",23781.0,2701.0,1317.0,652.0,452488.0,135.3,4.13,Bengali,19.64,Tier 2 City Customers,12-10-2024
NY-CMP-54017,Influencer,Premium Shoppers,9.0,WhatsApp,68578.0,4150.0,1331.0,808.0,184224.0,89.88,1.54,English,9.17,Working Women,14-09-2024
NY-CMP-54018,SEO,Premium Shoppers,10.0,Google,63332.0,7037.0,3108.0,1714.0,1076392.0,62.15,9.1,English,18.73,Youth,11-04-2025
NY-CMP-54019,Paid Ads,Working Women,20.0,"Facebook, Email",60049.0,,3848.0,2384.0,901152.0,121.14,2.12,Bengali,21.49,Premium Shoppers,21-07-2024
NY-CMP-54020,Email,College Students,24.0,"Facebook, YouTube, Google",34885.0,2395.0,818.0,284.0,76112.0,993.42,-0.73,English,,Youth,10-04-2025
NY-CMP-54021,Email,Premium Shoppers,8.0,"Email, WhatsApp, YouTube",45037.0,3727.0,1391.0,487.0,149996.0,444.12,-0.31,English,12.45,Working Women,06-01-2025
NY-CMP-54022,Influencer,Tier 2 City Customers,28.0,WhatsApp,60012.0,8011.0,4040.0,3002.0,1329886.0,99.9,3.43,Hindi,25.08,Youth,15-08-2024
NY-CMP-54023,Email,Youth,15.0,"Google, YouTube, Facebook",35842.0,1178.0,662.0,386.0,198790.0,725.8,-0.29,Hindi,6.21,Tier 2 City Customers,16-07-2024
NY-CMP-54024,Influencer,College Students,19.0,"WhatsApp, Facebook, YouTube",74959.0,2820.0,952.0,294.0,107310.0,480.15,-0.24,Bengali,,College Students,08-03-2025
NY-CMP-54025,SEO,Working Women,,"Facebook, Email",96323.0,13338.0,7237.0,4485.0,2202135.0,43.8,10.21,Hindi,26.02,Working Women,06-12-2024
NY-CMP-54026,Influencer,Youth,29.0,"Instagram, WhatsApp, YouTube",91159.0,12606.0,4439.0,3370.0,1887200.0,77.58,6.22,Bengali,22.39,Youth,19-07-2024
NY-CMP-54027,,Working Women,21.0,Email,,7666.0,3369.0,2325.0,544050.0,28.32,7.26,Bengali,19.56,Youth,11-10-2024
NY-CMP-54028,Email,Youth,24.0,"Email, YouTube",92420.0,1994.0,1114.0,711.0,304308.0,158.29,1.7,Hindi,4.13,College Students,19-01-2025
NY-CMP-54029,Email,Youth,12.0,"Google, Email",,8439.0,3883.0,2276.0,1210832.0,56.3,,Tamil,16.79,College Students,21-05-2025
NY-CMP-54030,SEO,Youth,29.0,"YouTube, WhatsApp",51317.0,2489.0,863.0,358.0,136398.0,691.84,-0.45,Tamil,7.23,Working Women,03-12-2024
NY-CMP-54031,Social Media,Working Women,16.0,Facebook,76631.0,6009.0,2504.0,1641.0,1050240.0,105.05,5.09,,13.25,Premium Shoppers,01-06-2025
NY-CMP-54032,Influencer,College Students,27.0,YouTube,64192.0,1713.0,724.0,302.0,188750.0,987.62,,Hindi,4.27,Youth,13-04-2025
NY-CMP-54033,SEO,Tier 2 City Customers,9.0,WhatsApp,33878.0,4582.0,1983.0,623.0,200606.0,451.21,-0.29,Hindi,21.22,Tier 2 City Customers,02-02-2025
NY-CMP-54034,Social Media,Tier 2 City Customers,12.0,WhatsApp,58562.0,6149.0,2481.0,890.0,675510.0,124.25,5.11,Hindi,16.26,Working Women,09-09-2024
NY-CMP-54035,Influencer,Youth,5.0,Facebook,52498.0,7018.0,1451.0,991.0,631267.0,80.8,6.88,Bengali,18.02,College Students,14-01-2025
NY-CMP-54036,Paid Ads,College Students,26.0,YouTube,86955.0,8854.0,4870.0,,1696288.0,45.48,9.73,English,19.78,College Students,13-12-2024
NY-CMP-54037,SEO,College Students,29.0,YouTube,93230.0,5737.0,2913.0,915.0,395280.0,189.09,1.28,English,10.26,Youth,20-09-2024
NY-CMP-54038,Social Media,Working Women,21.0,"Facebook, Email",59266.0,7925.0,2045.0,1328.0,1055760.0,,9.36,Hindi,19.06,Working Women,24-04-2025
NY-CMP-54039,Influencer,Working Women,22.0,"WhatsApp, Instagram, Google",82594.0,12065.0,6904.0,5179.0,2724154.0,33.9,14.51,Bengali,29.24,College Students,12-08-2024
NY-CMP-54040,SEO,Tier 2 City Customers,22.0,Google,88104.0,11102.0,2292.0,1442.0,589778.0,59.57,5.87,Bengali,16.84,,19-09-2024
NY-CMP-54041,SEO,Working Women,15.0,YouTube,23884.0,3488.0,873.0,590.0,407690.0,293.28,1.36,Tamil,20.73,Working Women,08-04-2025
NY-CMP-54042,Social Media,College Students,,"WhatsApp, Facebook",60502.0,7519.0,3756.0,2662.0,867812.0,43.02,6.58,Tamil,23.04,Working Women,21-08-2024
NY-CMP-54043,Social Media,Tier 2 City Customers,24.0,"Google, Email, Facebook",40615.0,4574.0,1033.0,580.0,249980.0,352.71,0.22,Hindi,15.23,Premium Shoppers,07-07-2024
NY-CMP-54044,Social Media,College Students,17.0,"Instagram, Facebook",77939.0,1613.0,858.0,673.0,,293.2,0.34,English,4.03,Youth,07-09-2024
NY-CMP-54045,SEO,Premium Shoppers,16.0,"Instagram, Google, YouTube",81646.0,5495.0,1618.0,931.0,597702.0,292.33,1.2,Bengali,9.85,,06-10-2024
NY-CMP-54046,Social Media,,28.0,"Google, Facebook, YouTube",27103.0,3626.0,1460.0,787.0,214851.0,230.61,0.18,Hindi,21.67,Tier 2 City Customers,08-05-2025
NY-CMP-54047,Email,Tier 2 City Customers,28.0,WhatsApp,89551.0,6583.0,2957.0,1927.0,940376.0,131.18,2.72,Bengali,12.8,Tier 2 City Customers,17-08-2024
NY-CMP-54048,Social Media,Youth,12.0,"WhatsApp, YouTube, Instagram",54485.0,1627.0,,297.0,84942.0,356.29,-0.2,Bengali,4.25,College Students,21-07-2024
NY-CMP-54049,Influencer,Working Women,9.0,"Google, YouTube, Instagram",60918.0,5608.0,2942.0,1309.0,392700.0,104.41,1.87,English,16.18,Youth,02-05-2025
NY-CMP-54050,Social Media,College Students,23.0,Facebook,79099.0,10110.0,3754.0,1405.0,907630.0,154.98,3.17,,19.3,Tier 2 City Customers,24-02-2025
NY-CMP-54051,Paid Ads,Working Women,30.0,"Instagram, Email, WhatsApp",,6472.0,2656.0,1073.0,,135.04,4.44,Tamil,18.3,College Students,08-11-2024
NY-CMP-54052,Influencer,Tier 2 City Customers,,"WhatsApp, YouTube",66311.0,9254.0,4253.0,2020.0,979700.0,99.51,3.87,Tamil,23.42,Youth,11-05-2025
NY-CMP-54053,Social Media,Youth,6.0,Email,28123.0,3284.0,1618.0,1251.0,728082.0,154.64,2.76,Hindi,,Premium Shoppers,08-09-2024
NY-CMP-54054,,Premium Shoppers,,,60411.0,5778.0,2137.0,1568.0,749504.0,133.94,2.57,Bengali,15.7,Tier 2 City Customers,16-12-2024
NY-CMP-54055,Paid Ads,Premium Shoppers,17.0,Instagram,,2777.0,925.0,499.0,377743.0,168.27,3.5,Hindi,18.16,College Students,20-08-2024
NY-CMP-54056,,College Students,27.0,"Email, Google",71709.0,9621.0,5382.0,1728.0,1207872.0,48.27,13.48,Bengali,23.33,Working Women,
NY-CMP-54057,Email,Premium Shoppers,26.0,Google,62558.0,9149.0,4920.0,1926.0,,83.37,,Bengali,25.57,College Students,16-03-2025
NY-CMP-54058,Paid Ads,Premium Shoppers,12.0,"WhatsApp, Facebook",79150.0,10899.0,2979.0,939.0,661995.0,210.7,2.35,English,,Working Women,02-06-2025
NY-CMP-54059,Paid Ads,Premium Shoppers,11.0,"YouTube, Google, Facebook",88531.0,2163.0,615.0,323.0,221255.0,362.79,0.89,Bengali,3.5,College Students,01-02-2025
NY-CMP-54060,Email,College Students,17.0,,86150.0,3238.0,882.0,388.0,124160.0,634.7,-0.5,Bengali,5.23,Youth,17-03-2025
NY-CMP-54061,Paid Ads,Working Women,25.0,"Instagram, Email",34864.0,3780.0,2254.0,1379.0,948752.0,80.5,7.55,Tamil,21.26,,16-02-2025
NY-CMP-54062,Influencer,Working Women,7.0,"Email, WhatsApp, Instagram",94937.0,7439.0,2149.0,1307.0,620825.0,159.84,1.97,Bengali,11.48,Premium Shoppers,23-04-2025
NY-CMP-54063,Social Media,Premium Shoppers,24.0,Facebook,63040.0,5300.0,1542.0,468.0,343044.0,446.02,0.64,Bengali,11.6,Premium Shoppers,20-02-2025
NY-CMP-54064,Email,Youth,27.0,"Facebook, Google, YouTube",38821.0,2104.0,814.0,323.0,256462.0,,2.69,Hindi,8.35,Working Women,27-10-2024
